name,cost,artist,number,type,text,printings
Piety,,Mark Poole,,Instant,Blocking creatures get +0/+3 until end of turn.,"ARN,4ED"
Pikemen,,Dennis Detwiller,,Creature — Human Soldier,"First strike; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","DRK,4ED,5ED"
Pirate Ship,,Tom Wänerstrand,,Creature — Human Pirate,"Pirate Ship can't attack unless defending player controls an Island.\n{T}: Pirate Ship deals 1 damage to target creature or player.
When you control no Islands, sacrifice Pirate Ship.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,TSB"
Pit Scorpion,,Scott Kirschner,,Creature — Scorpion,"Whenever Pit Scorpion deals damage to a player, that player gets a poison counter. (A player with ten or more poison counters loses the game.)","LEG,4ED,5ED"
Plague Rats,,Anson Maddocks,,Creature — Rat,Plague Rats's power and toughness are each equal to the number of creatures named Plague Rats on the battlefield.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Plains,,Jesper Myrfors,,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15"
Plains,,Jesper Myrfors,,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15"
Plains,,Jesper Myrfors,,Basic Land — Plains,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,pPRE,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,H09,DDE,ROE,ARC,M11,DDF,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,RTR,DDK,M14,DDL,THS,C13,MD1,M15,DDN,KTK,C14,DD3_DVD,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15"
Power Leak,,Drew Tucker,,Enchantment — Aura,"Enchant enchantment\nAt the beginning of the upkeep of enchanted enchantment's controller, that player may pay any amount of mana. Power Leak deals 2 damage to that player. Prevent X of that damage, where X is the amount of mana that player paid this way.","LEA,LEB,2ED,CED,CEI,3ED,4ED"
Power Sink,,Richard Thomas,,Instant,"Counter target spell unless its controller pays {X}. If he or she doesn't, that player taps all lands with mana abilities he or she controls and empties his or her mana pool.","LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,MIR,ITP,5ED,TMP,USG,6ED,BTD,VMA"
Power Surge,,Douglas Shuler,,Enchantment,"At the beginning of each player's upkeep, Power Surge deals X damage to that player, where X is the number of untapped lands he or she controlled at the beginning of this turn.","LEA,LEB,2ED,CED,CEI,3ED,4ED"
Pradesh Gypsies,,Quinton Hoover,,Creature — Human Nomad,"{1}{G}, {T}: Target creature gets -2/-0 until end of turn.","LEG,4ED,5ED,6ED"
Primal Clay,,Kaja Foglio,,Artifact Creature — Shapeshifter,"As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)","ATQ,3ED,4ED,5ED,6ED,ME4,M13"
Prodigal Sorcerer,,Douglas Shuler,,Creature — Human Wizard,{T}: Prodigal Sorcerer deals 1 damage to target creature or player.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,BRB,pFNM,S00,7ED,TSB,ME4"
Psionic Entity,,Justin Hampton,,Creature — Illusion,{T}: Psionic Entity deals 2 damage to target creature or player and 3 damage to itself.,"LEG,4ED"
Psychic Venom,,Brian Snõddy,,Enchantment — Aura,"Enchant land\nWhenever enchanted land becomes tapped, Psychic Venom deals 2 damage to that land's controller.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,MED"
Purelace,,Sandra Everingham,,Instant,Target spell or permanent becomes white. (Mana symbols on that permanent remain unchanged.),"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Pyrotechnics,,Anson Maddocks,,Sorcery,Pyrotechnics deals 4 damage divided as you choose among any number of target creatures and/or players.,"LEG,4ED,RQS,ITP,5ED,ATH,6ED,7ED,8ED,HOP,FRF"
Radjan Spirit,,Christopher Rush,,Creature — Spirit,{T}: Target creature loses flying until end of turn.,"LEG,4ED,5ED,6ED,ME4"
Rag Man,,Daniel Gelon,,Creature — Human Minion,"{B}{B}{B}, {T}: Target opponent reveals his or her hand and discards a creature card at random. Activate this ability only during your turn.","DRK,4ED,5ED,6ED,7ED"
Raise Dead,,Jeff A. Menges,,Sorcery,Return target creature card from your graveyard to your hand.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,PO2,6ED,S99,7ED,8ED,9ED"
Rebirth,,Mark Tedin,,Sorcery,"Remove Rebirth from your deck before playing if you're not playing for ante.\nEach player may ante the top card of his or her library. If a player does, his or her life total becomes 20.","LEG,4ED"
Red Elemental Blast,,Richard Thomas,,Instant,Choose one —\n• Counter target blue spell.
• Destroy target blue permanent.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ME4"
Red Mana Battery,,Mark Tedin,,Artifact,"{2}, {T}: Put a charge counter on Red Mana Battery.\n{T}, Remove any number of charge counters from Red Mana Battery: Add {R} to your mana pool, then add an additional {R} to your mana pool for each charge counter removed this way.","LEG,4ED"
Red Ward,,Dan Frazier,,Enchantment — Aura,Enchant creature\nEnchanted creature has protection from red. This effect doesn't remove Red Ward.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Regeneration,,Quinton Hoover,,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\n{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,MIR,5ED,6ED,7ED,8ED,9ED,10E"
Relic Bind,,Christopher Rush,,Enchantment — Aura,"Enchant artifact an opponent controls\nWhenever enchanted artifact becomes tapped, choose one —
• Relic Bind deals 1 damage to target player.
• Target player gains 1 life.","LEG,4ED"
Reverse Damage,,Dameon Willich,,Instant,"The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.","LEA,LEB,2ED,CED,CEI,3ED,4ED,ITP,5ED,6ED,7ED,9ED"
Righteousness,,Douglas Shuler,,Instant,Target blocking creature gets +7/+7 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,9ED,10E,M10,DDL"
Rod of Ruin,,Christopher Rush,,Artifact,"{3}, {T}: Rod of Ruin deals 1 damage to target creature or player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,S00,7ED,8ED,9ED,10E,M10,M14"
Royal Assassin,,Tom Wänerstrand,,Creature — Human Assassin,{T}: Destroy target tapped creature.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,pSUS,8ED,9ED,10E,M10,M11,M12"
Samite Healer,,Tom Wänerstrand,,Creature — Human Cleric,{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,6ED,S00,7ED,8ED,9ED,10E"
Sandstorm,,Brian Snõddy,,Instant,Sandstorm deals 1 damage to each attacking creature.,"ARN,4ED,MIR,BRB,ME4"
Savannah Lions,,Daniel Gelon,,Creature — Cat,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,8ED,9ED,ME4"
Scathe Zombies,,Jesper Myrfors,,Creature — Zombie,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ITP,5ED,6ED,S99,S00,7ED,8ED,9ED,10E"
Scavenging Ghoul,,Jeff A. Menges,,Creature — Zombie,"At the beginning of each end step, put a corpse counter on Scavenging Ghoul for each creature that died this turn.\nRemove a corpse counter from Scavenging Ghoul: Regenerate Scavenging Ghoul.","LEA,LEB,2ED,CED,CEI,3ED,4ED,ME4"
Scryb Sprites,,Amy Weber,,Creature — Faerie,Flying,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,BRB,MED,ME3"
Sea Serpent,,Jeff A. Menges,,Creature — Serpent,"Sea Serpent can't attack unless defending player controls an Island.\nWhen you control no Islands, sacrifice Sea Serpent.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Seeker,,Mark Poole,,Enchantment — Aura,Enchant creature\nEnchanted creature can't be blocked except by artifact creatures and/or white creatures.,"LEG,4ED"
Segovian Leviathan,,Melissa A. Benson,,Creature — Leviathan,Islandwalk (This creature can't be blocked as long as defending player controls an Island.),"LEG,4ED,5ED,6ED"
Sengir Vampire,,Anson Maddocks,,Creature — Vampire,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.","LEA,LEB,2ED,CED,CEI,3ED,4ED,BRB,BTD,TOR,9ED,10E,DPA,ME4,M12,DDK,M14,M15,ORI"
Serra Angel,,Douglas Shuler,,Creature — Angel,Flying (This creature can't be blocked except by creatures with flying or reach.)\nVigilance (Attacking doesn't cause this creature to tap.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,ATH,pWOS,7ED,8ED,9ED,10E,DDC,M10,M11,ME4,CMD,M12,M13,M14,M15,DD3_DVD,ORI,V15"
Shanodin Dryads,,Anson Maddocks,,Creature — Nymph Dryad,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED"
Shapeshifter,,Dan Frazier,,Artifact Creature — Shapeshifter,"As Shapeshifter enters the battlefield, choose a number between 0 and 7.\nAt the beginning of your upkeep, you may choose a number between 0 and 7.
Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number.","ATQ,4ED,5ED,ME4"
Shatter,,Amy Weber,,Instant,Destroy target artifact.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,TMP,6ED,7ED,DKM,8ED,MRD,9ED,M10,SOM,KTK,TPR"
Shivan Dragon,,Melissa A. Benson,,Creature — Dragon,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Shivan Dragon gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,BTD,7ED,pREL,8ED,9ED,10E,DRB,M10,DPA,ME4,M14,M15,ORI"
Simulacrum,,Mark Poole,,Instant,You gain life equal to the damage dealt to you this turn. Simulacrum deals damage to target creature you control equal to the damage dealt to you this turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Sindbad,,Julie Baroh,,Creature — Human,"{T}: Draw a card and reveal it. If it isn't a land card, discard it.","ARN,4ED,TSB"
Siren's Call,,Anson Maddocks,,Instant,"Cast Siren's Call only during an opponent's turn, before attackers are declared.\nCreatures the active player controls attack this turn if able.
At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn't attack this turn. Ignore this effect for each creature the player didn't control continuously since the beginning of the turn.","LEA,LEB,2ED,CED,CEI,3ED,4ED"
Sisters of the Flame,,Jesper Myrfors,,Creature — Human Shaman,{T}: Add {R} to your mana pool.,"DRK,4ED"
Sleight of Mind,,Mark Poole,,Instant,"Change the text of target spell or permanent by replacing all instances of one color word with another. (For example, you may change "target black spell" to "target blue spell." This effect lasts indefinitely.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED"
Smoke,,Jesper Myrfors,,Enchantment,Players can't untap more than one creature during their untap steps.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Sorceress Queen,,Kaja Foglio,,Creature — Human Wizard,{T}: Target creature other than Sorceress Queen has base power and toughness 0/2 until end of turn.,"ARN,3ED,4ED,RQS,ITP,5ED"
Soul Net,,Dameon Willich,,Artifact,"Whenever a creature dies, you may pay {1}. If you do, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,S00,7ED"
Spell Blast,,Brian Snõddy,,Instant,"Counter target spell with converted mana cost X. (For example, if that spell's mana cost is {3}{U}{U}, X is 5.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,TMP,6ED,M14,TPR"
Spirit Link,,Kaja Foglio,,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nWhenever enchanted creature deals damage, you gain that much life.","LEG,4ED,5ED,6ED,7ED,8ED,9ED,10E"
Spirit Shackle,,"Edward P. Beard, Jr.",,Enchantment — Aura,"Enchant creature\nWhenever enchanted creature becomes tapped, put a -0/-2 counter on it.","LEG,4ED,ME3"
Stasis,,Fay Jones,,Enchantment,"Players skip their untap steps.\nAt the beginning of your upkeep, sacrifice Stasis unless you pay {U}.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Steal Artifact,,Amy Weber,,Enchantment — Aura,Enchant artifact\nYou control enchanted artifact.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,7ED,8ED"
Stone Giant,,Dameon Willich,,Creature — Giant,{T}: Target creature you control with toughness less than Stone Giant's power gains flying until end of turn. Destroy that creature at the beginning of the next end step.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED,M10,DDI"
Stone Rain,,Daniel Gelon,,Sorcery,Destroy target land.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,MIR,5ED,POR,TMP,PO2,6ED,PTK,S99,MMQ,pFNM,S00,7ED,8ED,CHK,9ED"
Stream of Life,,Mark Poole,,Sorcery,Target player gains X life.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,9ED"
Strip Mine,,Daniel Gelon,,Land,"{T}: Add {1} to your mana pool.\n{T}, Sacrifice Strip Mine: Destroy target land.","ATQ,4ED,ATH,V09,ME4,VMA"
Sunglasses of Urza,,Dan Frazier,,Artifact,You may spend white mana as though it were red mana.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Sunken City,,Jesper Myrfors,,Enchantment,"At the beginning of your upkeep, sacrifice Sunken City unless you pay {U}{U}.\nBlue creatures get +1/+1.","DRK,4ED,MED"
Swamp,,Dan Frazier,,Basic Land — Swamp,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,DDD,H09,DDE,ROE,DPA,ARC,M11,SOM,MBS,NPH,CMD,M12,DDH,ISD,PD3,AVR,PC2,M13,DDJ,RTR,DDK,M14,THS,C13,DDM,MD1,M15,DDN,KTK,C14,DD3_DVD,DD3_GVL,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Swamp,,Dan Frazier,,Basic Land — Swamp,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,DDD,H09,DDE,ROE,DPA,ARC,M11,SOM,MBS,NPH,CMD,M12,DDH,ISD,PD3,AVR,PC2,M13,DDJ,RTR,DDK,M14,THS,C13,DDM,MD1,M15,DDN,KTK,C14,DD3_DVD,DD3_GVL,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Swamp,,Dan Frazier,,Basic Land — Swamp,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DDC,M10,HOP,ME3,ZEN,DDD,H09,DDE,ROE,DPA,ARC,M11,SOM,MBS,NPH,CMD,M12,DDH,ISD,PD3,AVR,PC2,M13,DDJ,RTR,DDK,M14,THS,C13,DDM,MD1,M15,DDN,KTK,C14,DD3_DVD,DD3_GVL,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Swords to Plowshares,,Jeff A. Menges,,Instant,Exile target creature. Its controller gains life equal to its power.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,pJGP,ATH,BRB,pFNM,CST,ME2,DDF,ME4,V13,CNS,VMA"
Sylvan Library,,Harold McNeill,,Enchantment,"At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.","LEG,4ED,5ED,MED,CM1,VMA"
Tawnos's Wand,,Douglas Shuler,,Artifact,"{2}, {T}: Target creature with power 2 or less can't be blocked this turn.","ATQ,4ED,ME4"
Tawnos's Weaponry,,Dan Frazier,,Artifact,"You may choose not to untap Tawnos's Weaponry during your untap step.\n{2}, {T}: Target creature gets +1/+1 for as long as Tawnos's Weaponry remains tapped.","ATQ,4ED,5ED,ME4"
Tempest Efreet,,NéNé Thomas,,Creature — Efreet,"Remove Tempest Efreet from your deck before playing if you're not playing for ante.\n{T}, Sacrifice Tempest Efreet: Target opponent may pay 10 life. If that player doesn't, he or she reveals a card at random from his or her hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that player's graveyard. This change in ownership is permanent.","LEG,4ED"
Terror,,Ron Spencer,,Instant,"Destroy target nonartifact, nonblack creature. It can't be regenerated.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,ATH,6ED,BRB,pFNM,S00,BTD,pMPR,MRD,10E,DPA,ME4"
Tetravus,,Mark Tedin,,Artifact Creature — Construct,"Flying\nTetravus enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, you may remove any number of +1/+1 counters from Tetravus. If you do, put that many 1/1 colorless Tetravite artifact creature tokens onto the battlefield. They each have flying and "This creature can't be enchanted."
At the beginning of your upkeep, you may exile any number of tokens put onto the battlefield with Tetravus. If you do, put that many +1/+1 counters on Tetravus.","ATQ,4ED,ME4"
The Brute,,Mark Poole,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+0.
{R}{R}{R}: Regenerate enchanted creature.,"LEG,4ED,5ED"
The Hive,,Sandra Everingham,,Artifact,"{5}, {T}: Put a 1/1 colorless Insect artifact creature token with flying named Wasp onto the battlefield. (It can't be blocked except by creatures with flying or reach.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,10E"
The Rack,,Richard Thomas,,Artifact,"As The Rack enters the battlefield, choose an opponent.\nAt the beginning of the chosen player's upkeep, The Rack deals X damage to that player, where X is 3 minus the number of cards in his or her hand.","ATQ,3ED,4ED,TSB,DPA"
Thicket Basilisk,,Dan Frazier,,Creature — Basilisk,"Whenever Thicket Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,MED"
Thoughtlace,,Mark Poole,,Instant,Target spell or permanent becomes blue. (Mana symbols on that permanent remain unchanged.),"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Throne of Bone,,Anson Maddocks,,Artifact,"Whenever a player casts a black spell, you may pay {1}. If you do, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED"
Timber Wolves,,Melissa A. Benson,,Creature — Wolf,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","LEA,LEB,2ED,CED,CEI,3ED,4ED"
Time Elemental,,Amy Weber,,Creature — Elemental,"When Time Elemental attacks or blocks, at end of combat, sacrifice it and it deals 5 damage to you.\n{2}{U}{U}, {T}: Return target permanent that isn't enchanted to its owner's hand.","LEG,4ED,5ED,MED"
Titania's Song,,Kerstin Kaman,,Enchantment,"Each noncreature artifact loses all abilities and becomes an artifact creature with power and toughness each equal to its converted mana cost. If Titania's Song leaves the battlefield, this effect continues until end of turn.","ATQ,3ED,4ED,5ED,ME4"
Tranquility,,Douglas Shuler,,Sorcery,Destroy all enchantments.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,TMP,6ED,MMQ,BRB,INV,7ED,TPR"
Triskelion,,Douglas Shuler,,Artifact Creature — Construct,Triskelion enters the battlefield with three +1/+1 counters on it.\nRemove a +1/+1 counter from Triskelion: Triskelion deals 1 damage to target creature or player.,"ATQ,4ED,MRD,M11,DDF"
Tsunami,,Richard Thomas,,Sorcery,Destroy all Islands.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Tundra Wolves,,Quinton Hoover,,Creature — Wolf,First strike (This creature deals combat damage before creatures without first strike.),"LEG,4ED,5ED,6ED,8ED,10E"
Tunnel,,Dan Frazier,,Instant,Destroy target Wall. It can't be regenerated.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Twiddle,,Rob Alexander,,Instant,"You may tap or untap target artifact, creature, or land.","LEA,LEB,2ED,CED,CEI,4ED,RQS,ITP,5ED,7ED,8ED"
Uncle Istvan,,Daniel Gelon,,Creature — Human,Prevent all damage that would be dealt to Uncle Istvan by creatures.,"DRK,4ED,TSB"
Unholy Strength,,Douglas Shuler,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/+1.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,7ED,8ED,9ED,10E,DDC,M10,DPA,M11,DD3_DVD"
Unstable Mutation,,Douglas Shuler,,Enchantment — Aura,"Enchant creature\nEnchanted creature gets +3/+3.
At the beginning of the upkeep of enchanted creature's controller, put a -1/-1 counter on that creature.","ARN,3ED,4ED,5ED,TSB"
Unsummon,,Douglas Shuler,,Instant,Return target creature to its owner's hand.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,10E,CON,M10,DPA,M11,M12,M13"
Untamed Wilds,,NéNé Thomas,,Sorcery,Search your library for a basic land card and put that card onto the battlefield. Then shuffle your library.,"LEG,4ED,RQS,ITP,5ED,POR,PO2,6ED,S99,7ED"
Urza's Avenger,,Amy Weber,,Artifact Creature — Shapeshifter,"{0}: Urza's Avenger gets -1/-1 and gains your choice of banding, flying, first strike, or trample until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","ATQ,4ED,5ED"
Uthden Troll,,Douglas Shuler,,Creature — Troll,{R}: Regenerate Uthden Troll.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ATH,BRB,TSB"
Vampire Bats,,Anson Maddocks,,Creature — Bat,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{B}: Vampire Bats gets +1/+0 until end of turn. Activate this ability no more than twice each turn.,"LEG,4ED,RQS,ITP,5ED,10E,DDD,DD3_GVL"
Venom,,Tom Wänerstrand,,Enchantment — Aura,"Enchant creature\nWhenever enchanted creature blocks or becomes blocked by a non-Wall creature, destroy the other creature at end of combat.","DRK,4ED,5ED"
Verduran Enchantress,,Kev Brockschmidt,,Creature — Human Druid,"Whenever you cast an enchantment spell, you may draw a card.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,9ED"
Visions,,NéNé Thomas,,Sorcery,Look at the top five cards of target player's library. You may then have that player shuffle that library.,"LEG,4ED"
Volcanic Eruption,,Douglas Shuler,,Sorcery,Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains put into a graveyard this way.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Wall of Air,,Richard Thomas,,Creature — Wall,"Defender, flying (This creature can't attack, and it can block creatures with flying.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,10E"
Wall of Bone,,Anson Maddocks,,Creature — Skeleton Wall,"Defender (This creature can't attack.)\n{B}: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,7ED,M10,DDD,DD3_GVL"
Wall of Brambles,,Anson Maddocks,,Creature — Plant Wall,Defender (This creature can't attack.)\n{G}: Regenerate Wall of Brambles.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Wall of Dust,,Richard Thomas,,Creature — Wall,"Defender (This creature can't attack.)\nWhenever Wall of Dust blocks a creature, that creature can't attack during its controller's next turn.","LEG,4ED"
Wall of Fire,,Richard Thomas,,Creature — Wall,Defender (This creature can't attack.)\n{R}: Wall of Fire gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,10E,M10,M13,M15"
Wall of Ice,,Richard Thomas,,Creature — Wall,Defender (This creature can't attack.),"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Wall of Spears,,Sandra Everingham,,Artifact Creature — Wall,Defender (This creature can't attack.)\nFirst strike,"ATQ,4ED,5ED,7ED,8ED,DPA"
Wall of Stone,,Dan Frazier,,Creature — Wall,Defender (This creature can't attack.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,8ED"
Wall of Swords,,Mark Tedin,,Creature — Wall,Defender (This creature can't attack.)\nFlying,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,POR,6ED,7ED,8ED,10E,M14"
Wall of Water,,Richard Thomas,,Creature — Wall,Defender (This creature can't attack.)\n{U}: Wall of Water gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Wall of Wood,,Mark Tedin,,Creature — Wall,Defender (This creature can't attack.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,10E,DPA"
Wanderlust,,Cornelius Brudi,,Enchantment — Aura,"Enchant creature\nAt the beginning of the upkeep of enchanted creature's controller, Wanderlust deals 1 damage to that player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED"
